row_id,subj_code,batch_num,bin,trial_number,word,key,rt
408,5004,1,12,5,paddywhack,5,5666
409,5004,1,12,6,poignancy,5,2400
410,5004,1,12,7,beech,4,4337
411,5004,1,12,8,misanthropic,3,2835
412,5004,1,12,9,extradite,4,3116
413,5004,1,12,10,unpeg,4,2495
414,5004,1,12,11,disconcert,2,4173
415,5004,1,12,12,undeceive,3,3538
416,5004,1,12,13,impious,NA,2795
417,5004,1,12,14,intersperse,NA,1639
418,5004,1,12,15,cinnamon,2,2702
419,5004,1,12,16,botulism,NA,2142
420,5004,1,12,17,scotch,1,4879
421,5004,1,12,18,caterwaul,NA,2292
422,5004,1,12,19,fillip,NA,2168
423,5004,1,12,20,cryptic,4,3267
424,5004,1,12,21,conga,3,3145
425,5004,1,12,22,lode,NA,1611
426,5004,1,12,24,impalpable,4,4303
427,5004,1,12,25,chariot,4,3803
428,5004,1,12,26,veto,2,3807
429,5004,1,12,27,twang,5,3201
430,5004,1,12,28,popinjay,NA,1849
431,5004,1,12,29,latent,NA,1581
432,5004,1,12,30,ruination,NA,1098
433,5004,1,12,31,biz,4,3130
434,5004,1,12,32,steal,5,2910
435,5004,1,12,33,Aurora,4,2266
436,5004,1,12,34,judo,NA,2215
437,5004,1,12,35,clad,NA,1233
438,5004,1,12,36,winnow,NA,1322
439,5004,1,12,38,orphanage,5,2613
440,5004,1,12,40,prelim,3,4159
441,5004,1,12,41,bid,2,3874
442,5004,1,12,42,pang,2,3108
443,5004,1,12,43,idiomatic,NA,1940
444,5004,1,12,44,apathy,NA,5235
445,5004,1,12,45,deice,NA,1316
446,5004,1,12,46,namely,4,10372
447,5004,1,12,47,satiny,NA,1888
448,5004,1,12,48,pimento,5,2957
449,5004,1,12,49,ethereal,NA,1923
450,5004,1,12,50,qualification,4,3386
451,5004,1,12,51,numerous,4,2334
452,5004,1,12,52,colander,5,3508
453,5004,1,12,53,vitrify,NA,2670
454,5004,1,12,54,supervene,NA,1897
455,5004,1,12,55,purloin,NA,1051
456,5004,1,12,56,croaker,5,3462
457,5004,1,12,57,stipend,4,2513
458,5004,1,12,58,endow,5,3281
459,5004,1,12,59,empathetic,3,3222
460,5004,1,12,60,litter,4,3709
461,5004,1,12,61,whop,NA,1983
462,5004,1,12,62,saintly,NA,1335
463,5004,1,12,63,astute,NA,1168
464,5004,1,12,64,ecstatic,5,2575
465,5004,1,12,66,simplex,NA,2482
466,5004,1,12,67,fauna,NA,2495
467,5004,1,12,68,dotage,NA,1080
468,5004,1,12,69,evidential,4,3240
469,5005,1,1,1,heresy,6,4262
470,5005,1,1,2,flog,4,3963
471,5005,1,1,3,patten,3,2080
472,5005,1,1,4,epoxy,2,3023
473,5005,1,1,5,Populism,5,2369
474,5005,1,1,6,flan,4,1195
475,5005,1,1,7,indolence,1,2177
476,5005,1,1,8,stipple,2,1563
477,5005,1,1,9,petticoat,2,1005
478,5005,1,1,10,viceroy,1,1744
479,5005,1,1,11,edict,3,1874
480,5005,1,1,12,sty,2,2143
481,5005,1,1,13,bouffant,2,1358
482,5005,1,1,14,cold,7,1715
483,5005,1,1,15,catsup,3,2010
484,5005,1,1,16,undefiled,3,1456
485,5005,1,1,17,nosh,2,1604
486,5005,1,1,18,salaam,2,1510
487,5005,1,1,19,hardly,7,1350
488,5005,1,1,20,latrine,4,1368
489,5005,1,1,21,wino,5,2499
490,5005,1,1,22,bayou,4,678
491,5005,1,1,23,aphid,1,1997
492,5005,1,1,24,truncheon,1,908
493,5005,1,1,25,beget,2,1648
494,5005,1,1,26,tweak,6,1658
495,5005,1,1,27,jump,6,930
496,5005,1,1,28,congenial,4,1224
497,5005,1,1,29,thatch,3,1232
498,5005,1,1,30,deinstitutionalize,6,2314
499,5005,1,1,31,interval,6,1241
500,5005,1,1,33,yowl,3,1795
501,5005,1,1,34,gob,3,797
502,5005,1,1,35,he-he,6,1643
503,5005,1,1,36,mosey,4,1036
504,5005,1,1,37,bard,3,995
505,5005,1,1,38,lackey,4,2504
506,5005,1,1,39,tip,6,1422
507,5005,1,1,40,divest,6,750
508,5005,1,1,41,pragmatism,7,1289
509,5005,1,1,42,driving,7,1103
510,5005,1,1,43,methadone,5,1910
511,5005,1,1,44,tosh,4,1086
512,5005,1,1,45,panorama,6,1544
513,5005,1,1,46,denigrate,5,982
514,5005,1,1,47,scanner,6,1260
515,5005,1,1,48,clairvoyance,5,2148
516,5005,1,1,49,magnolia,4,954
517,5005,1,1,51,live,6,1247
518,5005,1,1,52,useful,6,655
519,5005,1,1,53,empathy,7,1270
520,5005,1,1,54,biff,4,1166
521,5005,1,1,55,manslaughter,5,1090
522,5005,1,1,56,kirk,4,1230
523,5005,1,1,57,radio,5,1030
524,5005,1,1,58,carpal,3,1486
525,5005,1,1,59,invigorate,5,2074
526,5005,1,1,60,filly,4,811
527,5005,1,1,61,accuse,6,1126
528,5005,1,1,62,varnish,5,2096
529,5005,1,1,63,albatross,4,688
530,5005,1,1,64,scour,6,1548
531,5005,1,1,65,unabashed,3,1088
532,5005,1,1,66,Swede,4,888
533,5005,1,1,67,horsepower,5,1086
534,5005,1,1,70,spiel,4,1764
535,5005,1,1,71,pointer,5,1087
536,5006,1,5,1,skiddoo,6,3632
537,5006,1,5,2,real,NA,462
538,5006,1,5,3,load,2,879
539,5006,1,5,4,ecosystem,4,4309
540,5006,1,5,5,suckle,5,2082
541,5006,1,5,6,fortunate,2,1453
542,5006,1,5,7,late,2,2141
543,5006,1,5,8,incorrupt,2,1795
544,5006,1,5,9,affable,4,3054
545,5006,1,5,10,clue,2,1578
546,5006,1,5,11,tadpole,2,1867
547,5006,1,5,12,spongy,5,1847
548,5006,1,5,13,oregano,1,1964
549,5006,1,5,14,article,1,1507
550,5006,1,5,15,disapproval,1,1402
551,5006,1,5,17,underachieve,1,1752
552,5006,1,5,18,fatherly,3,1981
553,5006,1,5,19,shelve,1,1587
554,5006,1,5,20,cooperate,1,1072
555,5006,1,5,22,topless,2,2434
556,5006,1,5,23,boar,4,1862
557,5006,1,5,24,bang,6,1432
558,5006,1,5,25,concert,2,2102
559,5006,1,5,26,truck,2,1308
560,5006,1,5,27,therapist,1,1203
561,5006,1,5,28,mongoose,4,1863
562,5006,1,5,29,flamingo,2,2026
563,5006,1,5,30,dedication,1,1296
564,5006,1,5,31,musky,5,2691
565,5006,1,5,32,pitch,4,1385
566,5006,1,5,33,initial,1,1632
567,5006,1,5,34,quarry,3,1665
568,5006,1,5,36,weapon,3,3080
569,5006,1,5,38,gunpowder,2,2077
570,5006,1,5,39,broadcast,1,1503
571,5006,1,5,40,postmark,1,1188
572,5006,1,5,41,amusement,1,1053
573,5006,1,5,42,hoop,5,1312
574,5006,1,5,43,soapbox,1,1235
575,5006,1,5,44,melancholy,4,2015
576,5006,1,5,45,unsavory,4,2943
577,5006,1,5,46,profound,1,1587
578,5006,1,5,47,immolate,1,1056
579,5006,1,5,53,goofy,6,1384
580,5006,1,5,54,cherub,2,1345
581,5006,1,5,56,rickety,5,1502
582,5006,1,5,55,kickback,1,1038
583,5006,1,5,57,nothingness,1,1335
584,5006,1,5,58,heartburn,1,1042
585,5006,1,5,59,veracious,5,1776
586,5006,2,9,60,brown,2,4628
587,5006,2,9,61,thirty,2,1678
588,5006,2,9,62,executioner,2,1311
589,5006,2,9,63,childbirth,1,1128
590,5006,2,9,64,copy,1,1290
591,5006,2,9,65,loan,1,1079
592,5006,2,9,66,laughable,3,1600
593,5006,2,9,67,meteor,3,2778
594,5006,2,9,68,prominence,4,1961
595,5006,2,9,69,wedlock,1,1273
596,5006,2,9,70,pragmatics,1,817
597,5006,2,9,71,barbaric,1,967
598,5006,2,9,72,shiner,5,2128
599,5006,2,9,73,tulip,3,1878
600,5006,2,9,74,monsoon,4,2775
601,5006,2,9,75,skip,3,1996
602,5006,2,9,76,soil,1,1662
603,5006,2,9,77,sullen,4,1872
604,5006,2,9,79,foxhole,1,3288
605,5006,2,9,80,tamp,6,1847
606,5006,2,9,81,flaring,5,1504
607,5006,2,9,82,rig,2,1690
608,5006,2,9,83,coastline,1,1142
609,5006,2,9,84,habitual,1,903
610,5006,2,9,85,kingdom,1,1037
611,5006,2,9,87,agglomerate,2,3990
612,5006,2,9,88,mutinous,4,2333
613,5006,2,9,89,hornet,3,1458
614,5006,2,9,90,discernment,1,1461
615,5006,2,9,91,irremediable,1,1544
616,5006,2,9,92,repentant,1,1875
617,5006,2,9,93,spring,1,1435
618,5006,2,9,94,bonbon,4,2356
619,5006,2,9,95,rebate,1,1109
620,5006,2,9,96,plague,1,779
621,5006,2,9,97,gang,4,2412
622,5006,2,9,98,caramelize,1,998
623,5006,2,9,99,underhanded,1,917
624,5006,2,9,101,defense,1,1410
625,5006,2,9,102,independency,1,1076
626,5006,2,9,103,unsung,1,2492
627,5006,2,9,104,perishable,1,1013
628,5006,2,9,105,absent,1,1494
629,5006,2,9,106,tortoise,1,1010
630,5006,2,9,107,gory,5,1595
631,5006,2,9,109,effect,1,1860
632,5006,2,9,110,salve,4,1885
633,5007,1,17,1,sleaze,5,7999
634,5007,1,17,2,airborne,4,4316
635,5007,1,17,3,violinist,6,2364
636,5007,1,17,4,marital,5,2895
637,5007,1,17,5,saturate,3,2686
638,5007,1,17,6,institutionalism,7,2035
639,5007,1,17,7,wheeze,5,1676
640,5007,1,17,8,cashmere,4,2604
641,5007,1,17,9,bistro,5,1476
642,5007,1,17,10,pliable,3,1629
643,5007,1,17,11,anyone,5,2714
644,5007,1,17,12,unwished,6,2754
645,5007,1,17,13,cortex,3,1501
646,5007,1,17,14,bosom,NA,1511
647,5007,1,17,15,accommodation,7,2887
648,5007,1,17,16,issue,6,2964
649,5007,1,17,17,strait,5,2719
650,5007,1,17,18,freighter,3,2964
651,5007,1,17,19,mike,6,2080
652,5007,1,17,20,length,5,1965
653,5007,1,17,21,unduly,2,2583
654,5007,1,17,22,supersede,3,3283
655,5007,1,17,23,equality,7,2173
656,5007,1,17,24,squeaky,4,2742
657,5007,1,17,25,provision,7,3583
658,5007,1,17,27,worsen,4,2009
659,5007,1,17,28,persuade,3,3539
660,5007,1,17,29,impersonalize,6,1709
661,5007,1,17,31,quieten,5,1647
662,5007,1,17,32,obliteration,4,1288
663,5007,1,17,33,tic,3,2389
664,5007,1,17,34,shrapnel,5,1418
665,5007,1,17,35,hammock,6,2984
666,5007,1,17,36,seeing,5,1738
667,5007,1,17,37,cushion,4,1816
668,5007,1,17,38,chum,7,1445
669,5007,1,17,39,outrage,6,1314
670,5007,1,17,40,athletic,7,2069
671,5007,1,17,41,elder,6,2847
672,5007,1,17,42,coke,4,1551
673,5007,1,17,43,rob,5,3604
674,5007,1,17,44,resist,3,3198
675,5007,1,17,46,heretic,4,4277
676,5007,1,17,47,hovercraft,3,3609
677,5007,1,17,48,recruitment,5,1476
678,5007,1,17,50,knot,3,2073
679,5008,1,11,1,scurry,7,1383
680,5008,1,11,2,lobe,5,1788
681,5008,1,11,3,feat,2,1619
682,5008,1,11,4,impassion,1,1597
683,5008,1,11,5,goulash,6,1396
684,5008,1,11,6,cardboard,4,1604
685,5008,1,11,7,cub,2,3045
686,5008,1,11,8,indeterminate,1,1820
687,5008,1,11,9,thrash,6,1748
688,5008,1,11,10,mooch,7,1070
689,5008,1,11,11,prompt,4,1643
690,5008,1,11,12,shooter,3,1940
691,5008,1,11,13,wolf,1,1220
692,5008,1,11,14,fragmentation,3,1829
693,5008,1,11,15,manipulative,1,1484
694,5008,1,11,16,videotape,3,1524
695,5008,1,11,17,brunch,4,1692
696,5008,1,11,18,expect,1,1508
