verb,chapter,category,subcategory,extra_specifications,page
age,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
air,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
alter,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
atrophy,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
awake,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
balance,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
blast,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
blur,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
burn,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
burst,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
capsize,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
change,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
char,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
chill,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
clog,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
close,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
collapse,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
collect,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
compress,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
condense,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
contract,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
corrode,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
crumble,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
decompose,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
decrease,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
deflate,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
defrost,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
degrade,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
diminish,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
dissolve,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
distend,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
divide,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
double,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
drain,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
ease,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
enlarge,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
expand,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
explode,45.4,verbs of change of state,other alternating verbs of change of state,,p. 244
fade,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
fill,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
flood,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
fray,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
freeze,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
frost,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
fuse,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
grow,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
halt,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
heal,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
heat,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
hush,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
ignite,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
improve,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
increase,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
inflate,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
kindle,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
light,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
loop,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
mature,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
melt,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
multiply,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
ove11urn,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
pop,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
quadruple,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
rekindle,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
reopen,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
reproduce,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
rupture,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
scorch,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
sear,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
short,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
shortcircuit,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
shrink,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
shrivel,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
singe,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
sink,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
soak,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
splay,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
sprout,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
steep,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
stretch,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
submerge,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
subside,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
taper,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
thaw,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
tilt,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
tire,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
topple,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
triple,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
unfold,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
vary,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
warp,45.4,verbs of change of state,other alternating verbs of change of state,,p. 245
blunt,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
clear,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
clean,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
cool,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
crisp,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
dim,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
dirty,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
double,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
dry,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
dull,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
empty,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
even,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
firm,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
level,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
loose,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
mellow,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
muddy,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
narrow,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
open,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
pale,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
quiet,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
round,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
shut,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
slack,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
slim,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
slow,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
smooth,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
sober,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
sour,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
steady,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
tame,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
tense,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
thin,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
triple,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
warm,45.4,verbs of change of state,other alternating verbs of change of state,zero-related to adjective,p. 245
blacken,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
brown,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
crimson,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
gray,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
green,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
purple,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
redden,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
silver,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
tan,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
whiten,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
yellow,45.4,verbs of change of state,other alternating verbs of change of state,change of color,p. 245
awaken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
brighten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
broaden,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
cheapen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
coarsen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
dampen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
darken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
deepen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
fatten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
flatten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
freshen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
gladden,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
harden,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
hasten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
heighten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
lengthen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
lessen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
lighten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
loosen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
moisten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
neaten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
quicken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
quieten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
ripen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
roughen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
sharpen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
shorten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
sicken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
slacken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
smarten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
soften,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
steepen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
stiffen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
straighten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
strengthen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
sweeten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
tauten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
thicken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
tighten,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
toughen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
waken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
weaken,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
widen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
worsen,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
acetify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
acidify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
alkalify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
calcify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
carbonify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
dehumidify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
emulsify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
fructify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
gasify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
humidify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
intensify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
lignify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
liquefy,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
magnify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
nitrify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
ossify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
petrify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
purify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
putrefy,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
silicify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
solidify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
stratify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
vitrify,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
americanize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
caramelize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
carbonize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
crystallize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
decentralize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
demagnetize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
democratize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
depressurize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
destabilize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
energize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
equalize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
fossilize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
gelatinize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
glutenize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
harmonize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
hybridize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
iodize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
ionize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
magnetize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
neutralize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
oxidize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
polarize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
pulverize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
regularize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
stabilize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
unionize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
vaporize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
volatilize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
westernize,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
accelerate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
agglomerate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
ameliorate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
attenuate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
coagulate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
decelerate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
de-escalate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
degenerate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
desiccate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
deteriorate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
detonate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
disintegrate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
dissipate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
evaporate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
federate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
granulate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
incubate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
levitate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
macerate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
operate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
proliferate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
propagate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
ulcerate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
vibrate,45.4,verbs of change of state,other alternating verbs of change of state,#NAME?,p. 245
blister,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
bloom,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
blossom,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
burn,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
corrode,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
decay,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
deteriorate,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
erode,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
ferment,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
flower,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
germinate,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
molder,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
molt,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
rot,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
rust,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
sprout,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
stagnate,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
swell,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
tarnish,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
wilt,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
wither,45.5,verbs of change of state,verbs of entity-specific change of state,,p. 246
appreciate,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
balloon,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
climb,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
decline,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
decrease,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
depreciate,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
differ,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
diminish,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
drop,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
fall,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
fluctuate,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
gain,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
grow,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
increase,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
jump,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
?mushroom,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
plummet,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
plunge,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
rocket,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
rise,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
skyrocket,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
soar,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
surge,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
tumble,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
vary,45.6,verbs of change of state,verbs of calibratable change of state,,p. 247
bivouac,46,lodge verbs,,,p. 248
board,46,lodge verbs,,,p. 248
camp,46,lodge verbs,,,p. 248
dwell,46,lodge verbs,,,p. 248
live,46,lodge verbs,,,p. 248
lodge,46,lodge verbs,,,p. 248
reside,46,lodge verbs,,,p. 248
settle,46,lodge verbs,,,p. 248
shelter,46,lodge verbs,,,p. 248
stop,46,lodge verbs,,,p. 248
stay,46,lodge verbs,,,p. 248
coexist,47.1,verbs of existence,exist verbs,,p. 249
?correspond,47.1,verbs of existence,exist verbs,,p. 249
?depend,47.1,verbs of existence,exist verbs,,p. 249
dweel,47.1,verbs of existence,exist verbs,,p. 249
endure,47.1,verbs of existence,exist verbs,,p. 249
exist,47.1,verbs of existence,exist verbs,,p. 249
extend,47.1,verbs of existence,exist verbs,,p. 249
flourish,47.1,verbs of existence,exist verbs,,p. 249
languish,47.1,verbs of existence,exist verbs,,p. 249
linger,47.1,verbs of existence,exist verbs,,p. 249
live,47.1,verbs of existence,exist verbs,,p. 249
loom,47.1,verbs of existence,exist verbs,,p. 249
lurk,47.1,verbs of existence,exist verbs,,p. 249
overspread,47.1,verbs of existence,exist verbs,,p. 249
persist,47.1,verbs of existence,exist verbs,,p. 249
predominate,47.1,verbs of existence,exist verbs,,p. 249
prevail,47.1,verbs of existence,exist verbs,,p. 249
prosper,47.1,verbs of existence,exist verbs,,p. 249
remain,47.1,verbs of existence,exist verbs,,p. 249
reside,47.1,verbs of existence,exist verbs,,p. 249
shelter,47.1,verbs of existence,exist verbs,,p. 249
stay,47.1,verbs of existence,exist verbs,,p. 249
survive,47.1,verbs of existence,exist verbs,,p. 249
thrive,47.1,verbs of existence,exist verbs,,p. 249
tower,47.1,verbs of existence,exist verbs,,p. 249
wait,47.1,verbs of existence,exist verbs,,p. 249
billow,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
bloom,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
blossom,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
blow,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
breathe,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
bristle,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
bulge,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
burn,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
cascade,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
corrode,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
decay,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
decompose,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
effervesce,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
erode,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
ferment,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
fester,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
fizz,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
flower,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
flower,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
foam,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
froth,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
germinate,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
grow,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
molt,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
propagate,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
rage,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
ripple,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
roil,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
rot,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
rust,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
seethe,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
smoke,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
smolder,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
spread,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
sprout,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
stagnate,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
stream,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
sweep,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
tarnish,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
trickle,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
wilt,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
wither,47.2,verbs of existence,verbs of entity-specific modes of being,,p. 250
bob,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
bow,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
creep,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
dance,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
drift,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
eddy,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
flap,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
float,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
flutter,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
hover,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
jiggle,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
joggle,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
oscillate,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
